filename,true_label,predicted_label
Tomato_Late_blight/01527fac-41e4-484c-af41-1ed7bc3b5ce6___RS_Late.B 6134.JPG,Tomato_Late_blight,Tomato_healthy
Tomato_Late_blight/017a9839-6097-45aa-85b0-3051db151484___RS_Late.B 5125.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/01a68044-9c5b-4658-a944-6108c6862ce7___GHLB Leaf 2.1 Day 16.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/01d9be0b-c5e7-49db-8cdf-46bd0ef2c6e7___RS_Late.B 7066.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/021ca736-df21-458a-9010-fab4803f08fe___RS_Late.B 7010.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/02effbf1-e958-4531-a19b-f8be754d2805___RS_Late.B 5206.JPG,Tomato_Late_blight,Tomato__Target_Spot
Tomato_Late_blight/02fe963e-7c68-4fd3-9f8f-36bf9e153c20___GHLB2 Leaf 8581.JPG,Tomato_Late_blight,Pepper__bell___healthy
Tomato_Late_blight/0334d40b-d880-442f-a7db-e5c85a2e0bed___RS_Late.B 6367.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/039e5d57-64e2-41de-8ccf-e44598bcedb0___RS_Late.B 6883.JPG,Tomato_Late_blight,Pepper__bell___Bacterial_spot
Tomato_Late_blight/03a15d38-e1b5-4586-b763-2bad2d268290___RS_Late.B 5207.JPG,Tomato_Late_blight,Tomato__Target_Spot
Tomato_Late_blight/03e8a2f9-6a7e-43dd-8a1b-3eb7cf99b89b___RS_Late.B 5034.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/0406a9d1-1b4e-42e2-814b-e03e525a51b2___RS_Late.B 5224.JPG,Tomato_Late_blight,Potato___Late_blight
Tomato_Late_blight/0418161a-871a-4d36-b988-c95f89e0feaf___RS_Late.B 7063.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/052ec825-37a3-4467-a5ea-2e0601c29fbd___RS_Late.B 6786.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/0605d1be-b99b-408d-bace-e5ba23e72b27___RS_Late.B 5282.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/06f654df-cf43-4fd6-b30f-78425136bc35___GHLB2 Leaf 86.2.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/07672c2f-860a-455f-9fa4-f761f4bc090e___RS_Late.B 5017.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/076b2ce4-1c8f-42a6-9f7d-b0be9c0a01cd___RS_Late.B 5108.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/077c04cc-184d-4efd-bbc3-093cd61bedef___RS_Late.B 5560.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/07897854-c2ab-465b-8cf7-a134b6066a1c___GHLB Leaf 1.1 Day 6.JPG,Tomato_Late_blight,Pepper__bell___healthy
Tomato_Late_blight/07b42bb5-9f6c-43bc-9bbe-e4b127d84cb6___GHLB Leaf 18.1 Day 8.jpg,Tomato_Late_blight,Pepper__bell___healthy
Tomato_Late_blight/07cca2ca-6b0f-4322-8779-beb94bc219b0___RS_Late.B 6037.JPG,Tomato_Late_blight,Tomato_healthy
Tomato_Late_blight/083bd43d-7dcb-4f3c-a0ca-6de1f468c9ef___RS_Late.B 5173.JPG,Tomato_Late_blight,Potato___Late_blight
Tomato_Late_blight/08816f81-65f4-4372-84e8-d27b67a193d5___GHLB2 Leaf 152.JPG,Tomato_Late_blight,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Late_blight/08931b78-a571-41bf-b5b4-6904ffbbe8b7___GHLB Leaf 1.1 Day 12.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/08a94695-4566-49aa-84df-91980c3534a2___RS_Late.B 5396.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/0920260a-69be-47bb-bb71-8a2c2cab149b___GHLB2 Leaf 88.1.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/0931f7e6-8481-4d03-8fe6-d4ae7637142d___RS_Late.B 4917.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/09590524-981f-4dc5-b6e3-5225a0c48019___GHLB2ES Leaf 140.JPG,Tomato_Late_blight,Pepper__bell___healthy
Tomato_Late_blight/0a39aa48-3f94-4696-9e43-ff4a93529dc3___RS_Late.B 5103.JPG,Tomato_Late_blight,Pepper__bell___Bacterial_spot
Tomato_Late_blight/0a4b3cde-c83a-4c83-b037-010369738152___RS_Late.B 6985.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/0a6203b9-ced0-4934-ae23-4a7d2e2e2fdd___RS_Late.B 6424.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/0a8967d4-bb72-4fe4-8096-55fc57437557___RS_Late.B 6974.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/0b3c7107-cef9-455e-8fa0-30039b9fc206___RS_Late.B 5038.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/0bb05a47-55a2-4c23-9dd2-3a5abf17c9f4___GHLB Leaf 5 Day 1.JPG,Tomato_Late_blight,Tomato_Bacterial_spot
Tomato_Late_blight/0c192fbe-38eb-4abb-a858-8bc39942a3ef___RS_Late.B 6076.JPG,Tomato_Late_blight,Tomato_healthy
Tomato_Late_blight/0c9ff8e1-b610-43e3-b914-5e9576dd8083___GHLB2 Leaf 107.1.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/0ccaeb36-37ff-4328-91c8-99aabd68f442___RS_Late.B 6596.JPG,Tomato_Late_blight,Tomato_Leaf_Mold
Tomato_Late_blight/0d7a68e9-3df0-4ef8-88f7-c0a202725c5d___RS_Late.B 6787.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/0d98a9eb-18e7-47e7-9010-196189bae113___RS_Late.B 5047.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/0da53824-7b3b-43a9-9b34-146a7f71ef7e___RS_Late.B 6958.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/0dd9d965-d68a-4e47-ba02-ebcadf13c7ae___GHLB2 Leaf 78.1.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/0e669afb-1315-4903-b7ca-1a0ffa95d454___RS_Late.B 5626.JPG,Tomato_Late_blight,Potato___Late_blight
Tomato_Late_blight/0f8887d8-24b4-4f25-bc03-d47421ab47f7___RS_Late.B 4948.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/0fca6d09-1931-4767-a195-1dd2b7cd10b7___GHLB Leaf 8 Day 12.JPG,Tomato_Late_blight,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Late_blight/117a7f38-eaa6-4f88-b892-33e2a66d77d5___RS_Late.B 5129.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/11b2caf9-a56c-4d3e-bea4-a5d00affd161___RS_Late.B 6140.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/13668efa-2c92-4e5a-94e1-e0bc53aab6c6___RS_Late.B 6962.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/13adbb9e-c4e1-46bd-8621-ae351dd464ca___RS_Late.B 6595.JPG,Tomato_Late_blight,Tomato_Leaf_Mold
Tomato_Late_blight/1449ecb2-0325-49ba-80f1-2040b739fddd___RS_Late.B 7044.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/1498c064-8f74-4706-bf27-4761c24b72bd___RS_Late.B 5120.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/149b8460-2bf2-409a-ad61-b8f34d33cd82___RS_Late.B 6826.JPG,Tomato_Late_blight,Potato___Late_blight
Tomato_Late_blight/157250ce-f291-48ec-9d81-184af5400f90___RS_Late.B 6652.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/16257155-3d28-49cd-bb96-c188e946c4ec___RS_Late.B 4935.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/1627cb48-dc80-46a1-bda0-b677c32fbf56___RS_Late.B 5066.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/16a3a1a3-3e8b-4192-999d-2728df11549d___RS_Late.B 4983.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/16ac8a43-f720-4fd9-ac41-016523612f38___RS_Late.B 4898.JPG,Tomato_Late_blight,Tomato__Target_Spot
Tomato_Late_blight/1847f41b-f412-46a2-90c1-21ba9aac6246___RS_Late.B 6816.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/1869d21d-5461-4378-bddb-8de766b836f7___GHLB Leaf 12 Day 6.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/189f8e47-0892-4c82-b0b9-7a51b6c83a04___RS_Late.B 7193.JPG,Tomato_Late_blight,Pepper__bell___healthy
Tomato_Late_blight/1a895389-ec7f-4622-afaf-9afe6c16a26a___RS_Late.B 5172.JPG,Tomato_Late_blight,Tomato_Spider_mites_Two_spotted_spider_mite
Tomato_Late_blight/1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12.JPG,Tomato_Late_blight,Pepper__bell___healthy
Tomato_Late_blight/1af98b62-adaf-43d0-b4eb-83ab3f1ee084___RS_Late.B 4908.JPG,Tomato_Late_blight,Tomato_Septoria_leaf_spot
Tomato_Late_blight/1b36d656-ee17-43a1-8f47-0d163c69f754___RS_Late.B 5605.JPG,Tomato_Late_blight,Tomato_Spider_mites_Two_spotted_spider_mite
Tomato_Late_blight/1b5ec98a-5be3-408c-8d8c-e3042f68e225___RS_Late.B 5016.JPG,Tomato_Late_blight,Pepper__bell___Bacterial_spot
Tomato_Late_blight/1b7d11ff-e94c-45cb-9ef2-6430f989e90e___GHLB2 Leaf 120.1.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/1ba00fc3-a45b-4d23-94da-5e090ba7f3d3___RS_Late.B 6403.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/1c5deb80-6bde-4aa4-843e-c69f80b7713a___RS_Late.B 6874.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/1c6b66db-9891-41cc-972f-a3521deee072___RS_Late.B 5589.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/1c74783c-7863-4b1b-bf1a-6b3ef55b34b8___RS_Late.B 7094.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/1e0adf6c-906f-4e8f-bfea-cdebf491f3bb___GHLB2 Leaf 8572.JPG,Tomato_Late_blight,Tomato__Tomato_YellowLeaf__Curl_Virus
Tomato_Late_blight/1e0c01b6-5d75-47ea-b455-c9508882424a___RS_Late.B 6886.JPG,Tomato_Late_blight,Potato___Late_blight
Tomato_Late_blight/1ea54b98-1f87-4da7-9bc2-f6460f18b376___RS_Late.B 6713.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/2018ff03-69eb-437f-96e2-f51801042c32___RS_Late.B 6157.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/207dbe65-2d3b-4820-ab49-2a1db65f9bec___RS_Late.B 5485.JPG,Tomato_Late_blight,Potato___Late_blight
Tomato_Late_blight/20ab7535-34d8-4bac-b3a7-4fa929a1bed3___GHLB2 Leaf 59.1.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/20b33342-6c05-4cab-9008-6f09548a0db9___RS_Late.B 5128.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/21a4f74f-08cb-44b8-9e40-3ff5a9c8a9da___GHLB Leaf 8.2 Day 7.JPG,Tomato_Late_blight,Pepper__bell___healthy
Tomato_Late_blight/225d8d96-41c1-4a03-b02d-0c1ca8c2017a___RS_Late.B 6795.JPG,Tomato_Late_blight,Potato___Late_blight
Tomato_Late_blight/2260ae60-08dc-4e6e-abd7-c9aed84163ea___RS_Late.B 5032.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/22a34aab-076c-4e49-a584-9377c07b45aa___RS_Late.B 4866.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/231be16a-304a-48ce-a243-0b4d95c59681___GHLB2 Leaf 121.2.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/2353e9af-9267-4262-840e-1eb109fff56c___RS_Late.B 5135.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/23c5c930-6830-46c6-8353-616c0b34ae12___RS_Late.B 4947.JPG,Tomato_Late_blight,Tomato_Leaf_Mold
Tomato_Late_blight/24364b4f-3f9f-4166-860d-34a938d3d630___RS_Late.B 4986.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/24584c68-d48b-4023-86e9-5915aeb6bc0f___RS_Late.B 4928.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/2482cadb-d097-4091-8b10-099abca71a72___RS_Late.B 5078.JPG,Tomato_Late_blight,Pepper__bell___Bacterial_spot
Tomato_Late_blight/248676f8-84e6-42ad-9f06-dad7acd1ca4e___RS_Late.B 5146.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/2598e4ba-1e3c-43f7-bb7d-da6164209acf___RS_Late.B 4850.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/26480c44-e0f2-4ab7-a6a9-919d532ecfd5___RS_Late.B 5037.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/26a317de-3882-41ca-a83d-5f1f106b9a85___RS_Late.B 4967.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/26d22895-7a72-4e27-99b7-222618d69b7b___RS_Late.B 5111.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/26deb2c1-3321-46e1-b900-c27853632d65___RS_Late.B 5561.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/26fa9fb7-10fa-496c-9433-e4053ff456da___RS_Late.B 4867.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/2765f9f5-9af9-473d-be58-208d1f3650d3___RS_Late.B 6536.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/278c79c0-ebab-4c54-b573-d94a936e63e4___GHLB Leaf 2.3 Day 13.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/2850266c-aca2-4114-807f-a5b90ad012e5___GHLB Leaf 9 Day 6.JPG,Tomato_Late_blight,Pepper__bell___healthy
Tomato_Late_blight/288f203e-7996-4290-afa7-f95c0c30506a___RS_Late.B 5562.JPG,Tomato_Late_blight,Tomato_Leaf_Mold
Tomato_Late_blight/2939e3f2-d0c5-462c-b652-8cf4ef87d844___RS_Late.B 6600.JPG,Tomato_Late_blight,Tomato_Leaf_Mold
Tomato_Late_blight/29e99d11-44d0-4c6c-8183-c3e7be56ce58___RS_Late.B 7093.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/2a295211-a73b-4460-95c5-81842743518f___RS_Late.B 5116.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/2a7cceba-5a33-418a-9718-ccd99ba6c4d1___RS_Late.B 6868.JPG,Tomato_Late_blight,Tomato_Spider_mites_Two_spotted_spider_mite
Tomato_Late_blight/2ac8376a-3401-4572-af45-6984e6415996___GHLB2 Leaf 8787.JPG,Tomato_Late_blight,Tomato_Septoria_leaf_spot
Tomato_Late_blight/2b37aa48-ff2a-461d-97db-bf92628edde1___RS_Late.B 7086.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/2c2326e9-eb07-45c1-8296-116df4108c03___RS_Late.B 4834.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/2ccd5383-74a3-41d5-9483-110a20ebf247___RS_Late.B 5329.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/2d649ade-8085-44b7-ba6c-ec5d70f1d051___RS_Late.B 5604.JPG,Tomato_Late_blight,Potato___Late_blight
Tomato_Late_blight/2dab6657-8b94-41ea-b610-74895532efe0___RS_Late.B 5567.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Late_blight/2e86ab04-c41e-4a4b-a674-552176d72ab1___GHLB2 Leaf 100.JPG,Tomato_Late_blight,Potato___Early_blight
Tomato_Late_blight/2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614.JPG,Tomato_Late_blight,Tomato_Leaf_Mold
Tomato_Late_blight/2f5aefb2-4bdc-4a55-81e3-c19a6982b605___RS_Late.B 4856.JPG,Tomato_Late_blight,Tomato_Early_blight
Tomato_Leaf_Mold/0160c3b5-d89e-40e5-a313-49ae1524040a___Crnl_L.Mold 6823.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/036d12b0-1e97-4975-bd80-a8a3c48588e7___Crnl_L.Mold 6500.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/0425e1f8-950e-4f8f-a8cc-66809d61ef54___Crnl_L.Mold 6783.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/05138150-866c-460e-a252-19d269a81d4d___Crnl_L.Mold 6745.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/076334e5-f0a2-4f7a-b936-02a89ddd0cf5___Crnl_L.Mold 8857.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/0857ce1f-5347-493a-acd9-77b698950b45___Crnl_L.Mold 6748.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/09240d05-a928-4491-9f13-ee42b693e2bd___Crnl_L.Mold 6610.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/092442ed-3ad2-4195-8cd5-cc2ba74469e1___Crnl_L.Mold 6578.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/09e0ad88-2008-4558-b870-8d06b82a7203___Crnl_L.Mold 6756.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/0a9b3ff4-5343-4814-ac2c-fdb3613d4e4d___Crnl_L.Mold 6559.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/0ba88812-fa4f-4602-bcec-c03cd7d0ba2b___Crnl_L.Mold 6990.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/0bb34c9b-ecf7-4fb1-8ee1-098bccdcdaae___Crnl_L.Mold 6522.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/0bc63b4c-e41b-4338-a8ac-af664048fdbb___Crnl_L.Mold 6913.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/0c0debed-e807-4236-a2e3-d9b72f54367f___Crnl_L.Mold 6899.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/0e508a3f-af06-4c8a-be78-5c38d2d4fb68___Crnl_L.Mold 6775.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/0ed11606-167f-4951-9a07-ffaa7e2aa88a___Crnl_L.Mold 6831.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/0f1ce7cf-da72-4ddb-9bdb-a1af620537c6___Crnl_L.Mold 6840.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/0fd01669-64ab-4042-9715-bf1bcb2ccfbf___Crnl_L.Mold 6996.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/110d3ff1-96ea-43f2-96cb-ac57d0b7dd6b___Crnl_L.Mold 6738.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/119da3be-8512-492e-ac10-66bee5e73a5c___Crnl_L.Mold 8770.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/13287ee6-523d-4cc9-b537-6df918dae5a2___Crnl_L.Mold 6528.JPG,Tomato_Leaf_Mold,Pepper__bell___healthy
Tomato_Leaf_Mold/158d72b9-7f14-4466-9b20-13909636294f___Crnl_L.Mold 8829.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/15b7a74c-2c9d-41e5-bcc6-799471cd8e43___Crnl_L.Mold 6616.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/1692055a-2fc8-4680-b8fe-32916f040b6f___Crnl_L.Mold 6843.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/16b806ef-3637-4c15-ae52-4f433cb4d433___Crnl_L.Mold 6865.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/171e415f-917b-49c1-90f5-9f4a90ac0f7f___Crnl_L.Mold 8648.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/176dba1d-32f5-4050-a475-7beb5ce39245___Crnl_L.Mold 6797.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/17ea3930-bd36-4e02-8bef-91511c6a716e___Crnl_L.Mold 6862.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/1826cec0-4c4e-4924-a992-e70eb2a0097e___Crnl_L.Mold 6638.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/19a5dad8-125e-4765-98d9-0164586fa807___Crnl_L.Mold 6590.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/1a1acd8f-bd8d-47be-945d-ce308dffd678___Crnl_L.Mold 6675.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/1b561161-1e63-4de0-889a-9c7b13487e18___Crnl_L.Mold 6596.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/1bfe7244-44ab-4fac-abe5-f229217cdf0b___Crnl_L.Mold 6815.JPG,Tomato_Leaf_Mold,Pepper__bell___Bacterial_spot
Tomato_Leaf_Mold/1d25cb12-499f-453f-9a62-dbc3fd20b220___Crnl_L.Mold 7061.JPG,Tomato_Leaf_Mold,Tomato_Late_blight
Tomato_Leaf_Mold/1fa78650-4f81-4c8f-9190-91f1057d1158___Crnl_L.Mold 9083.JPG,Tomato_Leaf_Mold,Tomato_Late_blight
Tomato_Leaf_Mold/2026a463-c6a6-4500-b382-9b5cbd73f9cf___Crnl_L.Mold 8734.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/206234e4-72f0-4543-8945-a697ceffe3c9___Crnl_L.Mold 6795.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/20bfb40a-3fac-43d0-8864-feb28b97b9cd___Crnl_L.Mold 6849.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/21dc5583-337e-4f14-9e93-ec084c464849___Crnl_L.Mold 6517.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/240a5b33-6071-4129-b017-1c7bba52a690___Crnl_L.Mold 6991.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/241287d9-30c8-4463-999c-821fd32ba894___Crnl_L.Mold 6583.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/2715ba21-6d2a-485a-bd10-ea6e8177250d___Crnl_L.Mold 6863.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/272c102c-6c18-4e3a-a64c-078bce56bde1___Crnl_L.Mold 6889.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/273b19fa-2701-4679-a994-8a37040ac343___Crnl_L.Mold 6577.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/289bd00b-0185-428e-8d12-0b7900a71068___Crnl_L.Mold 6986.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/28d202ba-1fd8-4200-9727-ad3d977d58f9___Crnl_L.Mold 6758.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/28fc4b35-8b20-4bd0-8e41-c1ef7093ff33___Crnl_L.Mold 6755.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/2914fe18-387e-4d7f-8580-a0b530d7e727___Crnl_L.Mold 6777.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/29e4f2d6-7cbe-4f7e-84cd-a1f57957a35e___Crnl_L.Mold 6569.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/2b8557bc-3b98-4169-826c-628c5a683d70___Crnl_L.Mold 6539.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/2b8e612f-7448-44f7-899c-95b3c8291824___Crnl_L.Mold 6671.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/2bba06e5-9c91-45f2-a841-7b30b0d53f23___Crnl_L.Mold 6603.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/2ecf7371-b3e3-4206-be7c-5a8f3656be8a___Crnl_L.Mold 8921.JPG,Tomato_Leaf_Mold,Tomato_healthy
Tomato_Leaf_Mold/2f3608fd-5632-47ae-9309-970728d4342e___Crnl_L.Mold 6778.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/301d7712-9538-418b-a767-041aa830d1ad___Crnl_L.Mold 6711.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/30f6aead-5cd9-453d-85e6-56e93c1987d8___Crnl_L.Mold 6886.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/32902cc7-5db6-4148-8b4e-0d04199edd98___Crnl_L.Mold 6766.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/329f2f31-ceca-402f-a007-21d64fe75f5e___Crnl_L.Mold 6519.JPG,Tomato_Leaf_Mold,Tomato__Tomato_mosaic_virus
Tomato_Leaf_Mold/32e7769c-b63c-413a-a623-deebcdb2ec82___Crnl_L.Mold 8757.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
Tomato_Leaf_Mold/35343df4-2017-47f9-a5ef-d08bd52dfd7c___Crnl_L.Mold 8827.JPG,Tomato_Leaf_Mold,Tomato_Septoria_leaf_spot
